,model,grade,text_num,target_grade,prompt_index,output,text,bert_precision,bert_recall,bert_f1

Facebook will soon tell everyone how much money it made recently. People are interested in seeing if more people are using mobile devices to access Facebook and if the company is making more from ads.

By the end of 2012, about a quarter of Facebook's ad money came from mobile users. There were 680 million people visiting every month on their phones or tablets then.

Facebook said that it might be losing younger people because they're using other similar apps instead.

To keep up with new phone-focused services, Mark Zuckerberg, the founder, has been coming up with ways to make Facebook more fun for smartphone users. One big thing is Facebook Home, which lets news and photos from friends show up right on a phone's home screen when it's turned on.","﻿Facebook has lost millions of users per month in its biggest markets, independent data suggests, as alternative social networks attract the attention of those looking for fresh online playgrounds. 
As Facebook prepares to update investors on its performance in the first three months of the year, with analysts forecasting revenues up 36% on last year, studies suggest that its expansion in the US, UK and other major European countries has peaked. In the last month, the world’s largest social network has lost 6m US visitors, a 4% fall, according to analysis firm Socialbakers. In the UK, 1.4m fewer users checked in in March, a fall of 4.5%. The declines are sustained. In the last six months, Facebook has lost nearly 9m monthly visitors in the US and 2m in the UK. 
Users are also switching off in Canada, Spain, France, Germany and Japan, where Facebook has some of its biggest followings. A spokeswoman for Facebook declined to comment. 
“The problem is that, in the US and UK, most people who want to sign up for Facebook have already done it,” said new media specialist Ian Maude at Enders Analysis. “There is a boredom factor where people like to try something new. Is Facebook going to go the way of MySpace? The risk is relatively small, but that is not to say it isn’t there.” Alternative social networks such as Instagram, the photo-sharing site that won 30m users in 18 months before Facebook acquired the business, have seen surges in popularity with younger age groups. 
Path, the mobile phone-based social network founded by former Facebook employee Dave Morin, which restricts its users to 150 friends, is gaining 1m users a week. It has recently topped 9m users, with 500,000 Venezuelans downloading the app in a single weekend. 
Facebook is still growing fast in South America. Monthly visitors in Brazil were up 6% in the last month to 70m, according to Socialbakers, whose information is used by Facebook advertisers. India has seen a 4% rise to 64m – still a fraction of the country’s population, leaving room for further growth. 
But in developed markets, other Facebook trackers are reporting declines. Analysts at Jefferies bank have developed an algorithm that interfaces directly with Facebook software and it “suggests user levels in [the first quarter] may have declined from peak”. 
Jefferies saw global numbers peak at 1.05bn a month in January, before falling by 20m in February. Numbers rose again in April. The network has now lost nearly 2m visitors in the UK since December, according to research firm Nielsen, with its 27m total flat on a year before. 
The number of minutes Americans spend on Facebook appears to be falling, too. The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February, according to comScore. 
As Facebook itself has warned, the time spent on its pages from those sitting in front of personal computers is declining rapidly because we are switching our screen time to smartphones and tablets. 
While smartphone minutes have doubled in a year, to 69 a month, that growth is not guaranteed to compensate for dwindling desktop usage. 
Facebook is the most authoritative source on its own user numbers, and the firm will update investors on its performance for the quarter. Wall Street expects revenues of about $1.44bn, up from $1.06bn in 2012. 
Shareholders will be particularly keen to learn how fast Facebook’s mobile user base is growing, and whether advertising revenues are increasing at the same rate. 
Mobile usage represented nearly a quarter of Facebook’s advertising income at the end of 2012, and the network had 680m mobile users a month in December. 
The company warned in recent stockmarket filings that it might be losing “younger users” to “other products and services similar to, or as a substitute for, Facebook”. 
Wary of competition from services that were invented for the mobile phone rather than the PC, founder Mark Zuckerberg has recently driven through a series of new initiatives designed to appeal to smartphone users. The most significant is Facebook Home, software that can be downloaded onto certain Android phones to feed news and photos from friends – and advertising – directly to the owner’s locked home screen.
",0.86822826,0.86073655,0.86446613
1822,phi4:14b,10,1,2,2,"Facebook is losing some users each month in big places like the US, UK, and other countries in Europe. People are finding new online spots they want to check out.

Even though Facebook will tell investors how it did recently, with lots more money than last year, not as many people are visiting their site every day. In just one month, 6 million fewer people in the US visited Facebook, which is about a 4% drop. In the UK, there were 1.4 million fewer visitors. Over six months, Facebook lost nearly 9 million users in the US and 2 million in the UK.

People are also spending less time on Facebook in places like Canada, Spain, France, Germany, and Japan. When asked about this, a Facebook spokeswoman didn't say anything.

Some experts think that most people who want to use Facebook in the US and UK already have an account. People get bored sometimes and look for new things. Experts wonder if Facebook will become less popular like MySpace did before.

Other places like Instagram are getting more young users. Instagram is a place where you can share pictures, and it became very popular really fast until Facebook bought it. Another app called Path lets people connect with up to 150 friends on their phones. It's growing quickly and recently got lots of new users in Venezuela over just one weekend.

Facebook still sees growth in places like South America. In Brazil, more people are visiting every month, and India is seeing some growth too, even though there are many more people who could sign up.

In the US, fewer people are spending time on Facebook from their computers because they use smartphones or tablets more now. Although more time is being spent on Facebook apps on phones, it's not sure if that will make up for less time on computers.

Facebook knows best how many users it has and plans to share its latest numbers soon. People expect it to earn about $1.44 billion this year, which is more than last year.

Everyone wants to know if more people are using Facebook on their phones and if they're making more money from ads there. A few years ago, only a little bit of the money from ads came from phones. But now, lots of people use Facebook on their phones every month.

Facebook has said that some young people might be leaving for other apps. Mark Zuckerberg, who started Facebook, wants to make it better for phone users. He made something called Facebook Home, which lets friends' photos and news show up right when you unlock your phone.

","﻿Facebook has lost millions of users per month in its biggest markets, independent data suggests, as alternative social networks attract the attention of those looking for fresh online playgrounds. 
As Facebook prepares to update investors on its performance in the first three months of the year, with analysts forecasting revenues up 36% on last year, studies suggest that its expansion in the US, UK and other major European countries has peaked. In the last month, the world’s largest social network has lost 6m US visitors, a 4% fall, according to analysis firm Socialbakers. In the UK, 1.4m fewer users checked in in March, a fall of 4.5%. The declines are sustained. In the last six months, Facebook has lost nearly 9m monthly visitors in the US and 2m in the UK. 
Users are also switching off in Canada, Spain, France, Germany and Japan, where Facebook has some of its biggest followings. A spokeswoman for Facebook declined to comment. 
“The problem is that, in the US and UK, most people who want to sign up for Facebook have already done it,” said new media specialist Ian Maude at Enders Analysis. “There is a boredom factor where people like to try something new. Is Facebook going to go the way of MySpace? The risk is relatively small, but that is not to say it isn’t there.” Alternative social networks such as Instagram, the photo-sharing site that won 30m users in 18 months before Facebook acquired the business, have seen surges in popularity with younger age groups. 
Path, the mobile phone-based social network founded by former Facebook employee Dave Morin, which restricts its users to 150 friends, is gaining 1m users a week. It has recently topped 9m users, with 500,000 Venezuelans downloading the app in a single weekend. 
Facebook is still growing fast in South America. Monthly visitors in Brazil were up 6% in the last month to 70m, according to Socialbakers, whose information is used by Facebook advertisers. India has seen a 4% rise to 64m – still a fraction of the country’s population, leaving room for further growth. 
But in developed markets, other Facebook trackers are reporting declines. Analysts at Jefferies bank have developed an algorithm that interfaces directly with Facebook software and it “suggests user levels in [the first quarter] may have declined from peak”. 
Jefferies saw global numbers peak at 1.05bn a month in January, before falling by 20m in February. Numbers rose again in April. The network has now lost nearly 2m visitors in the UK since December, according to research firm Nielsen, with its 27m total flat on a year before. 
The number of minutes Americans spend on Facebook appears to be falling, too. The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February, according to comScore. 
As Facebook itself has warned, the time spent on its pages from those sitting in front of personal computers is declining rapidly because we are switching our screen time to smartphones and tablets. 
While smartphone minutes have doubled in a year, to 69 a month, that growth is not guaranteed to compensate for dwindling desktop usage. 
Facebook is the most authoritative source on its own user numbers, and the firm will update investors on its performance for the quarter. Wall Street expects revenues of about $1.44bn, up from $1.06bn in 2012. 
Shareholders will be particularly keen to learn how fast Facebook’s mobile user base is growing, and whether advertising revenues are increasing at the same rate. 
Mobile usage represented nearly a quarter of Facebook’s advertising income at the end of 2012, and the network had 680m mobile users a month in December. 
The company warned in recent stockmarket filings that it might be losing “younger users” to “other products and services similar to, or as a substitute for, Facebook”. 
Wary of competition from services that were invented for the mobile phone rather than the PC, founder Mark Zuckerberg has recently driven through a series of new initiatives designed to appeal to smartphone users. The most significant is Facebook Home, software that can be downloaded onto certain Android phones to feed news and photos from friends – and advertising – directly to the owner’s locked home screen.
",0.8658969,0.8555057,0.86066985
1823,phi4:14b,10,1,2,3,"Rewrite this passage for Grade 2 readers:

Facebook has lost some of its users because new social networks are becoming popular. As Facebook shares its yearly progress, studies show that more people in places like the US and UK aren't visiting it as much anymore. In just one month, Facebook saw 6 million fewer visitors from the US, which is a small drop. The UK also had about 1.4 million less visits. This trend has been happening for some time now.

People are using different networks in other places like Canada and Spain too. A person who works at Facebook didn’t say anything when asked about it.

Experts think that most people who wanted to join Facebook already have, so they're getting bored and trying new things. There's a chance Facebook could become less popular over time, but it’s still not certain.

Other social networks like Instagram are becoming more liked by younger people. Path, another network started by someone who used to work at Facebook, is gaining lots of users quickly!

In South America though, more people are visiting Facebook. Brazil saw 6% more visitors recently, and in India, visits went up a little too.

Even with all these changes, Facebook is planning to tell its investors how well it's doing soon. Everyone wants to know if more people are using Facebook on their phones and if the company is earning more money from ads.

At the end of 2012, about one-fourth of Facebook’s ad money came from mobile devices, with 680 million users checking out Facebook on their phones each month. The founder, Mark Zuckerberg, has been trying new things to keep people interested using their smartphones. One cool thing is an app called Facebook Home that shows news and photos right when you open your phone.

Remember, the company itself knows best about how many people use it, and they’ll update everyone soon!","﻿Facebook has lost millions of users per month in its biggest markets, independent data suggests, as alternative social networks attract the attention of those looking for fresh online playgrounds. 
As Facebook prepares to update investors on its performance in the first three months of the year, with analysts forecasting revenues up 36% on last year, studies suggest that its expansion in the US, UK and other major European countries has peaked. In the last month, the world’s largest social network has lost 6m US visitors, a 4% fall, according to analysis firm Socialbakers. In the UK, 1.4m fewer users checked in in March, a fall of 4.5%. The declines are sustained. In the last six months, Facebook has lost nearly 9m monthly visitors in the US and 2m in the UK. 
Users are also switching off in Canada, Spain, France, Germany and Japan, where Facebook has some of its biggest followings. A spokeswoman for Facebook declined to comment. 
“The problem is that, in the US and UK, most people who want to sign up for Facebook have already done it,” said new media specialist Ian Maude at Enders Analysis. “There is a boredom factor where people like to try something new. Is Facebook going to go the way of MySpace? The risk is relatively small, but that is not to say it isn’t there.” Alternative social networks such as Instagram, the photo-sharing site that won 30m users in 18 months before Facebook acquired the business, have seen surges in popularity with younger age groups. 
Path, the mobile phone-based social network founded by former Facebook employee Dave Morin, which restricts its users to 150 friends, is gaining 1m users a week. It has recently topped 9m users, with 500,000 Venezuelans downloading the app in a single weekend. 
Facebook is still growing fast in South America. Monthly visitors in Brazil were up 6% in the last month to 70m, according to Socialbakers, whose information is used by Facebook advertisers. India has seen a 4% rise to 64m – still a fraction of the country’s population, leaving room for further growth. 
But in developed markets, other Facebook trackers are reporting declines. Analysts at Jefferies bank have developed an algorithm that interfaces directly with Facebook software and it “suggests user levels in [the first quarter] may have declined from peak”. 
Jefferies saw global numbers peak at 1.05bn a month in January, before falling by 20m in February. Numbers rose again in April. The network has now lost nearly 2m visitors in the UK since December, according to research firm Nielsen, with its 27m total flat on a year before. 
The number of minutes Americans spend on Facebook appears to be falling, too. The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February, according to comScore. 
As Facebook itself has warned, the time spent on its pages from those sitting in front of personal computers is declining rapidly because we are switching our screen time to smartphones and tablets. 
While smartphone minutes have doubled in a year, to 69 a month, that growth is not guaranteed to compensate for dwindling desktop usage. 
Facebook is the most authoritative source on its own user numbers, and the firm will update investors on its performance for the quarter. Wall Street expects revenues of about $1.44bn, up from $1.06bn in 2012. 
Shareholders will be particularly keen to learn how fast Facebook’s mobile user base is growing, and whether advertising revenues are increasing at the same rate. 
Mobile usage represented nearly a quarter of Facebook’s advertising income at the end of 2012, and the network had 680m mobile users a month in December. 
The company warned in recent stockmarket filings that it might be losing “younger users” to “other products and services similar to, or as a substitute for, Facebook”. 
Wary of competition from services that were invented for the mobile phone rather than the PC, founder Mark Zuckerberg has recently driven through a series of new initiatives designed to appeal to smartphone users. The most significant is Facebook Home, software that can be downloaded onto certain Android phones to feed news and photos from friends – and advertising – directly to the owner’s locked home screen.
",0.8600301,0.84551656,0.8527116
1824,phi4:14b,10,1,2,4,"### Analysis of Facebook's User Trends and Strategic Implications

#### 1. Decline in Monthly Active Users (MAUs) in Key Markets:
Facebook has experienced a decline in its monthly active users (MAUs) in several of its largest markets, including the United States and the United Kingdom, which are critical to its overall user base. In the U.S., there was a reduction of 6 million MAUs last month, with cumulative losses nearing 9 million over six months. Similarly, the UK saw about 1.4 million fewer users in the past month and a total drop of approximately 2 million over six months.

**Strategic Implications:**
- **Market Saturation:** With most potential Facebook users already onboarded in these regions, growth is naturally tapering off.
- **Competition from New Platforms:** Users are shifting towards other social platforms like Instagram (owned by Facebook) and Path, which offer novel features and user experiences.

#### 2. Growth Opportunities in Emerging Markets:
Despite challenges in developed countries, Facebook has been seeing positive trends in South America and India. For instance, there was a 6% increase in MAUs in Brazil last month, reaching 70 million users. In India, the monthly growth rate of about 4% took the user base to 64 million.

**Strategic Implications:**
- **Expanding Market Reach:** Growth in these regions highlights potential for Facebook to expand its market reach and diversify its user demographic.
- **Localized Strategies:** Tailoring services and content to cater to regional preferences can drive further growth.

#### 3. Shift Towards Mobile Usage:
A notable trend is the increasing use of Facebook on mobile devices, such as smartphones and tablets, at the expense of desktop usage. At the end of 2012, one-fourth of Facebook's ad revenue came from mobile platforms, reflecting the shift in user behavior.

**Strategic Implications:**
- **Mobile Optimization:** Continued focus on enhancing the mobile experience is crucial for retaining users who prefer mobile over traditional computers.
- **Ad Revenue from Mobile:** With growing mobile usage, optimizing monetization strategies to capture more mobile ad revenue is essential.

#### 4. New Product Development:
To address user retention challenges and adapt to evolving trends in social media consumption, Facebook has introduced new products like Facebook Home for Android devices. This app enhances the social experience by integrating news feeds and photos directly onto the phone's home screen.

**Strategic Implications:**
- **Innovation:** Continuous innovation can help retain younger users and attract new demographics.
- **Integration and Engagement:** Products that seamlessly integrate into user lifestyles may increase engagement and time spent on the platform.

### Conclusion
Facebook's strategic focus in light of these trends should include investing in mobile-first initiatives, exploring growth opportunities in emerging markets, and continuously innovating its product offerings to remain competitive. Addressing market saturation in developed regions by enhancing user experience and leveraging new technologies will be key to sustaining long-term growth.","﻿Facebook has lost millions of users per month in its biggest markets, independent data suggests, as alternative social networks attract the attention of those looking for fresh online playgrounds. 
As Facebook prepares to update investors on its performance in the first three months of the year, with analysts forecasting revenues up 36% on last year, studies suggest that its expansion in the US, UK and other major European countries has peaked. In the last month, the world’s largest social network has lost 6m US visitors, a 4% fall, according to analysis firm Socialbakers. In the UK, 1.4m fewer users checked in in March, a fall of 4.5%. The declines are sustained. In the last six months, Facebook has lost nearly 9m monthly visitors in the US and 2m in the UK. 
Users are also switching off in Canada, Spain, France, Germany and Japan, where Facebook has some of its biggest followings. A spokeswoman for Facebook declined to comment. 
“The problem is that, in the US and UK, most people who want to sign up for Facebook have already done it,” said new media specialist Ian Maude at Enders Analysis. “There is a boredom factor where people like to try something new. Is Facebook going to go the way of MySpace? The risk is relatively small, but that is not to say it isn’t there.” Alternative social networks such as Instagram, the photo-sharing site that won 30m users in 18 months before Facebook acquired the business, have seen surges in popularity with younger age groups. 
Path, the mobile phone-based social network founded by former Facebook employee Dave Morin, which restricts its users to 150 friends, is gaining 1m users a week. It has recently topped 9m users, with 500,000 Venezuelans downloading the app in a single weekend. 
Facebook is still growing fast in South America. Monthly visitors in Brazil were up 6% in the last month to 70m, according to Socialbakers, whose information is used by Facebook advertisers. India has seen a 4% rise to 64m – still a fraction of the country’s population, leaving room for further growth. 
But in developed markets, other Facebook trackers are reporting declines. Analysts at Jefferies bank have developed an algorithm that interfaces directly with Facebook software and it “suggests user levels in [the first quarter] may have declined from peak”. 
Jefferies saw global numbers peak at 1.05bn a month in January, before falling by 20m in February. Numbers rose again in April. The network has now lost nearly 2m visitors in the UK since December, according to research firm Nielsen, with its 27m total flat on a year before. 
The number of minutes Americans spend on Facebook appears to be falling, too. The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February, according to comScore. 
As Facebook itself has warned, the time spent on its pages from those sitting in front of personal computers is declining rapidly because we are switching our screen time to smartphones and tablets. 
While smartphone minutes have doubled in a year, to 69 a month, that growth is not guaranteed to compensate for dwindling desktop usage. 
Facebook is the most authoritative source on its own user numbers, and the firm will update investors on its performance for the quarter. Wall Street expects revenues of about $1.44bn, up from $1.06bn in 2012. 
Shareholders will be particularly keen to learn how fast Facebook’s mobile user base is growing, and whether advertising revenues are increasing at the same rate. 
Mobile usage represented nearly a quarter of Facebook’s advertising income at the end of 2012, and the network had 680m mobile users a month in December. 
The company warned in recent stockmarket filings that it might be losing “younger users” to “other products and services similar to, or as a substitute for, Facebook”. 
Wary of competition from services that were invented for the mobile phone rather than the PC, founder Mark Zuckerberg has recently driven through a series of new initiatives designed to appeal to smartphone users. The most significant is Facebook Home, software that can be downloaded onto certain Android phones to feed news and photos from friends – and advertising – directly to the owner’s locked home screen.
",0.83588296,0.83983237,0.837853
1825,phi4:14b,10,1,2,5,"Facebook used to have lots of people using it every month. But now, some people are joining other fun online places instead. 

Even though Facebook is sharing its money updates with investors soon, experts think that its visits in the U.S., UK, and Europe might not grow as much anymore. In the past month, 6 million fewer visitors came to Facebook from the U.S. And in the UK, there were 1.4 million fewer people checking it out.

This trend has been happening for a while now. Over six months, about 9 million people stopped visiting Facebook every month in the U.S., and 2 million did so in the UK. 

Even in countries like Canada, Spain, France, Germany, and Japan, where lots of people use Facebook, some are turning to other sites.

Facebook didn't say anything about this change yet. But experts think that many people who wanted to join Facebook already have. They want to try something new now.

Some different social media places are getting more popular. Instagram is one such place; it grew quickly until Facebook bought it. Another app called Path, made by a former Facebook employee, lets you connect with up to 150 friends and is gaining lots of users every week!

However, in South America, Facebook is still getting more people. In Brazil, visits increased recently, and even though fewer people in India are using it compared to their total population, there's room for more growth.

In places where everyone already has smartphones or computers, some reports say the number of visitors going to Facebook might be dropping. One report says global users peaked at 1.05 billion in January but fell a bit in February and then went up again in April.

The time people spent on Facebook using their computers is getting less because they are now using phones and tablets more often. 

While phone use has gone up, it's not sure if this will make up for the fewer visits from computers.

Facebook shares its own numbers with everyone. It'll soon tell investors how well it did recently. People want to know how fast Facebook’s mobile users are growing and if they're making enough money from ads on phones.

A lot of their ad money comes from people using Facebook on their phones, not just on computers.

The company says some younger people might be moving to other online games or apps instead. 

To keep up with this change, the founder, Mark Zuckerberg, has made new things for phone users. One big update is called Facebook Home. It shows news and photos from friends right on your phone's main screen!","﻿Facebook has lost millions of users per month in its biggest markets, independent data suggests, as alternative social networks attract the attention of those looking for fresh online playgrounds. 
As Facebook prepares to update investors on its performance in the first three months of the year, with analysts forecasting revenues up 36% on last year, studies suggest that its expansion in the US, UK and other major European countries has peaked. In the last month, the world’s largest social network has lost 6m US visitors, a 4% fall, according to analysis firm Socialbakers. In the UK, 1.4m fewer users checked in in March, a fall of 4.5%. The declines are sustained. In the last six months, Facebook has lost nearly 9m monthly visitors in the US and 2m in the UK. 
Users are also switching off in Canada, Spain, France, Germany and Japan, where Facebook has some of its biggest followings. A spokeswoman for Facebook declined to comment. 
“The problem is that, in the US and UK, most people who want to sign up for Facebook have already done it,” said new media specialist Ian Maude at Enders Analysis. “There is a boredom factor where people like to try something new. Is Facebook going to go the way of MySpace? The risk is relatively small, but that is not to say it isn’t there.” Alternative social networks such as Instagram, the photo-sharing site that won 30m users in 18 months before Facebook acquired the business, have seen surges in popularity with younger age groups. 
Path, the mobile phone-based social network founded by former Facebook employee Dave Morin, which restricts its users to 150 friends, is gaining 1m users a week. It has recently topped 9m users, with 500,000 Venezuelans downloading the app in a single weekend. 
Facebook is still growing fast in South America. Monthly visitors in Brazil were up 6% in the last month to 70m, according to Socialbakers, whose information is used by Facebook advertisers. India has seen a 4% rise to 64m – still a fraction of the country’s population, leaving room for further growth. 
But in developed markets, other Facebook trackers are reporting declines. Analysts at Jefferies bank have developed an algorithm that interfaces directly with Facebook software and it “suggests user levels in [the first quarter] may have declined from peak”. 
Jefferies saw global numbers peak at 1.05bn a month in January, before falling by 20m in February. Numbers rose again in April. The network has now lost nearly 2m visitors in the UK since December, according to research firm Nielsen, with its 27m total flat on a year before. 
The number of minutes Americans spend on Facebook appears to be falling, too. The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February, according to comScore. 
As Facebook itself has warned, the time spent on its pages from those sitting in front of personal computers is declining rapidly because we are switching our screen time to smartphones and tablets. 
While smartphone minutes have doubled in a year, to 69 a month, that growth is not guaranteed to compensate for dwindling desktop usage. 
Facebook is the most authoritative source on its own user numbers, and the firm will update investors on its performance for the quarter. Wall Street expects revenues of about $1.44bn, up from $1.06bn in 2012. 
Shareholders will be particularly keen to learn how fast Facebook’s mobile user base is growing, and whether advertising revenues are increasing at the same rate. 
Mobile usage represented nearly a quarter of Facebook’s advertising income at the end of 2012, and the network had 680m mobile users a month in December. 
The company warned in recent stockmarket filings that it might be losing “younger users” to “other products and services similar to, or as a substitute for, Facebook”. 
Wary of competition from services that were invented for the mobile phone rather than the PC, founder Mark Zuckerberg has recently driven through a series of new initiatives designed to appeal to smartphone users. The most significant is Facebook Home, software that can be downloaded onto certain Android phones to feed news and photos from friends – and advertising – directly to the owner’s locked home screen.
",0.8628591,0.85435843,0.85858774
1826,phi4:14b,10,1,2,6,"Facebook used to have lots of people using it every month, but now some are leaving for other places on the internet. Even though it is getting ready to tell investors that it earned more money than last year, fewer people in big countries like the US and UK are using it as much. In just one month, about 6 million people in the US didn't visit Facebook, which was a small drop. The same thing happened in other places too.

Some folks think people want to try new things online, like Instagram or Path, another app that lets you have only 150 friends. These apps are becoming popular with younger people who find them fun and fresh. 

Even though Facebook is not as popular in some countries anymore, it's still growing fast in places like Brazil and India.

Facebook knows how many people use its website better than anyone else, and soon it will share how much money it made recently. People want to know if more users are on their phones and if they're seeing more ads there too. 

Even though we spend a lot of time looking at our phones, not as many people are using Facebook from their computers anymore.

Facebook's boss, Mark Zuckerberg, is trying new ideas to make sure the app is fun for phone users, like making it so that when you open your phone, you see cool stuff from friends right away.","﻿Facebook has lost millions of users per month in its biggest markets, independent data suggests, as alternative social networks attract the attention of those looking for fresh online playgrounds. 
As Facebook prepares to update investors on its performance in the first three months of the year, with analysts forecasting revenues up 36% on last year, studies suggest that its expansion in the US, UK and other major European countries has peaked. In the last month, the world’s largest social network has lost 6m US visitors, a 4% fall, according to analysis firm Socialbakers. In the UK, 1.4m fewer users checked in in March, a fall of 4.5%. The declines are sustained. In the last six months, Facebook has lost nearly 9m monthly visitors in the US and 2m in the UK. 
Users are also switching off in Canada, Spain, France, Germany and Japan, where Facebook has some of its biggest followings. A spokeswoman for Facebook declined to comment. 
“The problem is that, in the US and UK, most people who want to sign up for Facebook have already done it,” said new media specialist Ian Maude at Enders Analysis. “There is a boredom factor where people like to try something new. Is Facebook going to go the way of MySpace? The risk is relatively small, but that is not to say it isn’t there.” Alternative social networks such as Instagram, the photo-sharing site that won 30m users in 18 months before Facebook acquired the business, have seen surges in popularity with younger age groups. 
Path, the mobile phone-based social network founded by former Facebook employee Dave Morin, which restricts its users to 150 friends, is gaining 1m users a week. It has recently topped 9m users, with 500,000 Venezuelans downloading the app in a single weekend. 
Facebook is still growing fast in South America. Monthly visitors in Brazil were up 6% in the last month to 70m, according to Socialbakers, whose information is used by Facebook advertisers. India has seen a 4% rise to 64m – still a fraction of the country’s population, leaving room for further growth. 
But in developed markets, other Facebook trackers are reporting declines. Analysts at Jefferies bank have developed an algorithm that interfaces directly with Facebook software and it “suggests user levels in [the first quarter] may have declined from peak”. 
Jefferies saw global numbers peak at 1.05bn a month in January, before falling by 20m in February. Numbers rose again in April. The network has now lost nearly 2m visitors in the UK since December, according to research firm Nielsen, with its 27m total flat on a year before. 
The number of minutes Americans spend on Facebook appears to be falling, too. The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February, according to comScore. 
As Facebook itself has warned, the time spent on its pages from those sitting in front of personal computers is declining rapidly because we are switching our screen time to smartphones and tablets. 
While smartphone minutes have doubled in a year, to 69 a month, that growth is not guaranteed to compensate for dwindling desktop usage. 
Facebook is the most authoritative source on its own user numbers, and the firm will update investors on its performance for the quarter. Wall Street expects revenues of about $1.44bn, up from $1.06bn in 2012. 
Shareholders will be particularly keen to learn how fast Facebook’s mobile user base is growing, and whether advertising revenues are increasing at the same rate. 
Mobile usage represented nearly a quarter of Facebook’s advertising income at the end of 2012, and the network had 680m mobile users a month in December. 
The company warned in recent stockmarket filings that it might be losing “younger users” to “other products and services similar to, or as a substitute for, Facebook”. 
Wary of competition from services that were invented for the mobile phone rather than the PC, founder Mark Zuckerberg has recently driven through a series of new initiatives designed to appeal to smartphone users. The most significant is Facebook Home, software that can be downloaded onto certain Android phones to feed news and photos from friends – and advertising – directly to the owner’s locked home screen.
",0.8601867,0.8336875,0.8467299
